Nom,Prénom,Email,Numéro_Téléphone,Adresse,Date_de_naissance,Sexe,État_civil,Nationalité,Langues,Diplôme,Année_diplôme,Établissement,Expérience_professionnelle,Certifications,Compétences
NXPQI,QOCIF,BB2642A1@example.com,6353328000.0,F1A24AA9-A Street,1981-01-21,Autre,Célibataire,Espagnole,"Français, Espagnol",Master,2009,Université Paris,J'ai assuré la conduite du changement pour renforcer la résilience de l'entreprise face aux défis du marché.,Certification en gestion de projet Agile.,Gestion
BNSFF,QCSYS,DF4E6866@example.com,6580427000.0,0954B180-1 Street,1982-01-21,Femme,Divorcé(e),Espagnole,"Français, Espagnol",Master,2007,Université Lyon,Suivi des performances des campagnes en temps réel pour ajuster les investissements.,Certification en marketing digital et stratégies de contenu.,Marketing
OYMJO,QTVOX,32598A28@example.com,6541498000.0,A24C0271-2 Street,1996-01-21,Femme,Célibataire,Anglaise,"Français, Anglais",Master,2004,Université Paris,J'ai surveillé les performances SEO du site et proposé des actions correctives.,Certification en marketing digital et stratégies de contenu.,Marketing
CLLMA,FLJVY,FA117605@example.com,6492928000.0,549F1F32-2 Street,1970-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Master,2007,École Supérieure de Commerce,Analyse et reporting des performances de sprint avec JIRA.,Certification en développement web et programmation Python.,Développement
RWGSC,DXXDU,4AAB93DB@example.com,6827002000.0,671ACB93-2 Street,1980-01-21,Homme,Célibataire,Anglaise,"Français, Anglais",Licence,2008,École Supérieure de Commerce,J'ai utilisé le SEO pour améliorer la visibilité et l'engagement du contenu vidéo sur YouTube.,Certification en marketing digital et stratégies de contenu.,Marketing
CFXID,VOYRJ,5136F31A@example.com,6320267000.0,348C608E-4 Street,1979-01-21,Homme,Divorcé(e),Anglaise,"Français, Anglais",Licence,2003,École Supérieure de Commerce,Modélisation prédictive à l'aide du langage R pour des projets de data science.,Certification en développement web et programmation Python.,Développement
SUVDL,UGLUK,D7BF101D@example.com,6861922000.0,7FC2ECD3-0 Street,1994-01-21,Homme,Marié(e),Espagnole,"Anglais, Allemand",Licence,2005,Université Paris,Exploitation des données des campagnes de publicité en ligne pour ajuster la stratégie marketing.,Certification en marketing digital et stratégies de contenu.,Marketing
MLSWN,CQHNU,7FC8C27F@example.com,6983870000.0,31189C47-E Street,1977-01-21,Homme,Marié(e),Française,"Français, Espagnol",Master,2003,École Supérieure de Commerce,Développement d’applications serverless avec PyCharm et AWS Lambda.,Certification en développement web et programmation Python.,Développement
YJUQG,RCHUL,6E535CC6@example.com,6704672000.0,55DA83B7-B Street,1997-01-21,Femme,Divorcé(e),Française,"Anglais, Allemand",Licence,2011,Université Paris,Mise en œuvre de codage pour la gestion des performances des systèmes distribués.,Certification en développement web et programmation Python.,Développement
UOZQP,XBMGD,C168E403@example.com,679705800.0,1DA9A76F-0 Street,1980-01-21,Homme,Célibataire,Anglaise,"Français, Espagnol",BTS,2008,École Supérieure de Commerce,Suivi et analyse des principaux indicateurs de performance pour améliorer la gestion des flux logistiques.,Certification en développement web et programmation Python.,Développement
ZQLBW,CFIEA,237C8008@example.com,6320368000.0,56E6BFA3-A Street,1999-01-21,Autre,Divorcé(e),Espagnole,"Français, Espagnol",BTS,2000,École Supérieure de Commerce,Codage d'outils d’analyse des performances des systèmes et d’optimisation des ressources.,Certification en développement web et programmation Python.,Développement
URACW,AHSNJ,40383090@example.com,6906149000.0,69D2387D-3 Street,2005-01-21,Femme,Célibataire,Espagnole,"Français, Espagnol",Licence,2006,Université Lyon,J'ai analysé les erreurs SEO courantes et proposé des solutions pour les résoudre.,Certification en marketing digital et stratégies de contenu.,Marketing
ODSBC,UETFB,071743B2@example.com,6106165000.0,47AB71A8-7 Street,1977-01-21,Autre,Célibataire,Anglaise,"Anglais, Allemand",BTS,2017,Université Paris,Réduction des coûts d'acquisition clients en optimisant les campagnes d'Affiliate Marketing et en ciblant des segments plus rentables.,Certification en marketing digital et stratégies de contenu.,Marketing
KGFLA,HSZVX,7E0590ED@example.com,6129162000.0,1D36B655-F Street,2004-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Master,2009,Université Lyon,J'ai travaillé avec des équipes interfonctionnelles pour finaliser les prévisions budgétaires.,Certification en gestion de projet Agile.,Gestion
RSRLH,PMDOI,0FD8F5EB@example.com,6219545000.0,FC8CEB46-E Street,1984-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Licence,2001,Université Lyon,J'ai mis en place des processus CRM pour améliorer la gestion des leads commerciaux.,Certification en marketing digital et stratégies de contenu.,Marketing
SSBIV,RGPQI,8042E1E6@example.com,6421301000.0,7C2C2B7D-A Street,2004-01-21,Femme,Marié(e),Anglaise,"Français, Anglais",Licence,2011,École Supérieure de Commerce,Utilisation du marketing vidéo pour la promotion d'un nouveau produit ou service sur plusieurs canaux.,Certification en marketing digital et stratégies de contenu.,Marketing
FGNHG,IFYLX,1A1A1C77@example.com,6488427000.0,044EB664-1 Street,1966-01-21,Femme,Marié(e),Espagnole,"Français, Anglais",Master,2014,Université Lyon,Gestion de campagnes publicitaires Facebook pour augmenter le trafic vers le site web et les pages de produits.,Certification en marketing digital et stratégies de contenu.,Marketing
QKYET,KATWC,56B45A55@example.com,643193700.0,1F67A954-C Street,2004-01-21,Femme,Célibataire,Française,"Français, Anglais",BTS,2012,École Supérieure de Commerce,J'ai assuré la gestion financière en optimisant l'allocation des ressources.,Certification en gestion de projet Agile.,Gestion
WKBQH,XCGOC,3C7DE395@example.com,612625400.0,1FF2E8CD-4 Street,1998-01-21,Homme,Divorcé(e),Espagnole,"Français, Anglais",BTS,2003,École Supérieure de Commerce,J'ai participé à la création de contenu pour soutenir le branding à travers les plateformes sociales.,Certification en marketing digital et stratégies de contenu.,Marketing
EOFHV,FSRPK,E10BB892@example.com,6316722000.0,4C924740-7 Street,1994-01-21,Autre,Marié(e),Anglaise,"Français, Espagnol",Master,2004,École Supérieure de Commerce,Création de scripts de tests unitaires pour tester les API RESTful.,Certification en développement web et programmation Python.,Développement
TSHIT,WTBOZ,76D5CC2F@example.com,6265027000.0,B47C6E72-A Street,1973-01-21,Femme,Célibataire,Espagnole,"Français, Espagnol",Master,2007,École Supérieure de Commerce,Développement de solutions web basées sur Streamlit pour visualiser les données scientifiques dans les domaines de la biologie.,Certification en développement web et programmation Python.,Développement
WAGIM,TVZUX,28BC4B62@example.com,6435221000.0,3FF051FA-6 Street,1974-01-21,Homme,Marié(e),Espagnole,"Français, Anglais",Licence,2018,Université Paris,Création de solutions de gestion des données financières pour les analystes et investisseurs.,Certification en développement web et programmation Python.,Développement
YEMTH,WMHTZ,80FF5050@example.com,6908449000.0,4519A136-4 Street,1971-01-21,Homme,Célibataire,Anglaise,"Français, Espagnol",BTS,2016,Université Paris,J'ai effectué un refactoring pour réduire les dépendances circulaires et améliorer la structure du code.,Certification en développement web et programmation Python.,Développement
YUIPS,PZKYZ,33321507@example.com,6503265000.0,E54CA160-C Street,1970-01-21,Homme,Divorcé(e),Espagnole,"Anglais, Allemand",BTS,2012,Université Lyon,Planification et exécution de campagnes PPC adaptées à des produits de niche pour toucher des segments de marché spécifiques.,Certification en marketing digital et stratégies de contenu.,Marketing
ZUZKV,XLAPI,FFABBF1D@example.com,6509285000.0,7E8279EC-6 Street,1998-01-21,Femme,Célibataire,Anglaise,"Anglais, Allemand",Master,2001,Université Lyon,J'ai pris en charge l'administration des actions de marketing pour améliorer la visibilité de l'entreprise.,Certification en gestion de projet Agile.,Gestion
OBEFS,DDDDE,3BAD85A8@example.com,6462818000.0,9B16C54F-C Street,1989-01-21,Femme,Divorcé(e),Anglaise,"Français, Espagnol",BTS,2009,Université Paris,Évaluation des performances des produits d'assurance et recommandation d'ajustements.,Certification en gestion de projet Agile.,Gestion
VVRNM,CVLSX,9676DAF6@example.com,6633438000.0,E89F0EB2-D Street,1973-01-21,Homme,Célibataire,Française,"Français, Anglais",Master,2002,Université Lyon,"En tant que Scrum Master, j'ai assuré la coordination des réunions de planification des sprints.",Certification en gestion de projet Agile.,Gestion
NCBPV,VIAZA,E3AFD781@example.com,6620573000.0,2B7CCC20-B Street,2001-01-21,Femme,Divorcé(e),Française,"Français, Espagnol",Licence,2014,Université Lyon,Conception et mise en œuvre de stratégies de marketing mobile pour maximiser l'engagement des utilisateurs sur les applications.,Certification en marketing digital et stratégies de contenu.,Marketing
FJXPC,PFSHW,1802513E@example.com,6623642000.0,DE176C4E-D Street,1995-01-21,Autre,Célibataire,Anglaise,"Français, Espagnol",BTS,2020,Université Lyon,J'ai dirigé un plan d'action pour l'amélioration de la gestion des opérations quotidiennes.,Certification en gestion de projet Agile.,Gestion
KNMGX,LLTNI,0B089A18@example.com,6347527000.0,F8A8B33B-7 Street,1996-01-21,Femme,Divorcé(e),Espagnole,"Anglais, Allemand",Licence,2007,Université Lyon,J'ai mis en place une architecture DevOps pour améliorer la scalabilité.,Certification en développement web et programmation Python.,Développement
ZJYFK,VTEDX,638378E5@example.com,6118457000.0,1E16884A-C Street,1992-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Licence,2019,Université Paris,Développement d'un plan de communication global aligné avec les valeurs de la marque.,Certification en marketing digital et stratégies de contenu.,Marketing
ITVQO,ZBMXS,0F32D805@example.com,6351824000.0,7C71DEF7-E Street,2000-01-21,Homme,Marié(e),Espagnole,"Français, Anglais",Licence,2012,Université Lyon,Supervision des moniteurs pendant les sessions de formation.,Certification en développement web et programmation Python.,Développement
MZBTN,QFTQU,ADCD2D8F@example.com,6691715000.0,13E01D17-F Street,1976-01-21,Femme,Célibataire,Française,"Français, Espagnol",Licence,2008,École Supérieure de Commerce,"En tant que Technical Lead, j'ai supervisé les phases de test et d'optimisation technique des projets.",Certification en gestion de projet Agile.,Gestion
FJSSF,MHWIK,83E1E483@example.com,679724200.0,B15F1953-D Street,1974-01-21,Femme,Célibataire,Anglaise,"Anglais, Allemand",Master,2013,Université Lyon,J'ai mis à jour régulièrement les informations clients dans le CRM pour garantir une communication ciblée.,Certification en marketing digital et stratégies de contenu.,Marketing
RTJEW,QILYB,04573E36@example.com,659698700.0,1368A7F3-A Street,2004-01-21,Femme,Marié(e),Anglaise,"Anglais, Allemand",Licence,2015,Université Lyon,Utilisation de JIRA pour la planification des releases.,Certification en développement web et programmation Python.,Développement
LTPZA,EURKA,538FF0AD@example.com,6204022000.0,451A9F43-E Street,1986-01-21,Femme,Divorcé(e),Française,"Français, Espagnol",BTS,2002,Université Lyon,Automatisation de certaines campagnes d'Affiliate Marketing pour améliorer l'efficacité et réduire les coûts.,Certification en marketing digital et stratégies de contenu.,Marketing
IHSTM,KJYDR,D39089FC@example.com,698007400.0,12691B24-B Street,1967-01-21,Femme,Célibataire,Espagnole,"Français, Anglais",Master,2006,Université Paris,J'ai développé une solution de gestion des points de fidélité avec Django.,Certification en développement web et programmation Python.,Développement
XJKBM,XDVYX,7F08743B@example.com,6772478000.0,5A3476EB-E Street,1976-01-21,Femme,Célibataire,Espagnole,"Français, Espagnol",Licence,2012,Université Paris,Collaboration étroite avec les départements juridiques et financiers pour la gestion des contrats fournisseurs.,Certification en gestion de projet Agile.,Gestion
BFVFF,ZSEUT,6506308B@example.com,6358178000.0,67D2411D-9 Street,1999-01-21,Autre,Divorcé(e),Anglaise,"Français, Espagnol",BTS,2010,Université Lyon,Création de contenus visuels attractifs et de qualité pour stimuler les conversions sur les pages de produits et de services.,Certification en marketing digital et stratégies de contenu.,Marketing
SKBMR,XXGXA,0F7A30A0@example.com,6795584000.0,B8D1D0A5-4 Street,1989-01-21,Homme,Marié(e),Française,"Anglais, Allemand",Master,2019,Université Lyon,Gestion de la mise à jour du code et de l’introduction de nouvelles fonctionnalités dans l’application.,Certification en développement web et programmation Python.,Développement
MKORJ,PSYWL,010AA75D@example.com,6438621000.0,9CA19A03-B Street,1997-01-21,Homme,Célibataire,Espagnole,"Français, Anglais",Master,2001,Université Paris,Analyse des besoins en assurance pour offrir des solutions personnalisées.,Certification en gestion de projet Agile.,Gestion
RLHDR,BVNUG,9165B3E5@example.com,6467297000.0,95BE1FA1-2 Street,1995-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",BTS,2020,Université Paris,J'ai créé des campagnes de publicité créative pour accroître la brand awareness.,Certification en marketing digital et stratégies de contenu.,Marketing
ONEEP,UEXHC,6723D60B@example.com,6146087000.0,DC1AE92C-E Street,1983-01-21,Femme,Marié(e),Française,"Anglais, Allemand",BTS,2018,École Supérieure de Commerce,Tests des performances front-end en utilisant Selenium et Lighthouse.,Certification en développement web et programmation Python.,Développement
MXKLQ,PPQJP,76889339@example.com,6871036000.0,FEB814E4-E Street,1984-01-21,Homme,Célibataire,Française,"Français, Espagnol",Licence,2020,Université Lyon,Création de visuels publicitaires adaptés aux formats de la publicité display pour améliorer l'engagement.,Certification en marketing digital et stratégies de contenu.,Marketing
JFDYY,ZLGDM,A8830A75@example.com,630853500.0,02A89D1A-E Street,1967-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Master,2003,Université Paris,Élaboration de stratégies pour promouvoir des produits pendant les périodes de fêtes.,Certification en marketing digital et stratégies de contenu.,Marketing
MRRHP,RWOYK,DA4B6D42@example.com,6897084000.0,5A4306E5-5 Street,1999-01-21,Homme,Marié(e),Anglaise,"Français, Espagnol",Licence,2020,Université Lyon,"En tant que responsable des prix, j'ai collaboré avec les équipes financières pour définir la stratégie de tarification.",Certification en marketing digital et stratégies de contenu.,Marketing
KAWLZ,XYQJB,7BD470CE@example.com,6451093000.0,25C34987-0 Street,2001-01-21,Femme,Divorcé(e),Française,"Français, Anglais",Master,2013,Université Lyon,Gestion d'équipes de développement en appliquant les principes des méthodes agiles.,Certification en développement web et programmation Python.,Développement
IOFWE,MBYMD,7D62329C@example.com,6569229000.0,0F149B86-4 Street,1972-01-21,Autre,Marié(e),Espagnole,"Anglais, Allemand",Licence,2014,École Supérieure de Commerce,Mise en place de campagnes de marketing par SMS et notifications push pour toucher un public mobile et accroître l'engagement.,Certification en marketing digital et stratégies de contenu.,Marketing
TPUII,KAKQP,98B879E9@example.com,641279100.0,7E805672-0 Street,2005-01-21,Homme,Divorcé(e),Anglaise,"Français, Espagnol",Master,2020,Université Lyon,Formation de l’équipe marketing à l’utilisation de HubSpot pour une gestion optimale des campagnes.,Certification en marketing digital et stratégies de contenu.,Marketing
LTEXN,MEXTN,E90E1415@example.com,6388156000.0,4FF8783E-6 Street,1968-01-21,Femme,Marié(e),Française,"Français, Espagnol",BTS,2002,Université Lyon,Gestion des services Cloud computing pour les applications mobiles.,Certification en développement web et programmation Python.,Développement
KWZNG,AHINI,0E831486@example.com,6724036000.0,1F021FD9-0 Street,1985-01-21,Autre,Marié(e),Espagnole,"Français, Espagnol",BTS,2015,Université Lyon,"Optimisation des contenus multimédias (images, vidéos) en utilisant des outils SEO pour les rendre plus accessibles et performants dans les résultats de recherche.",Certification en marketing digital et stratégies de contenu.,Marketing
MFCOT,MILLF,4F75E8EF@example.com,6628949000.0,9CC09D83-0 Street,1986-01-21,Autre,Marié(e),Française,"Français, Anglais",Master,2010,Université Paris,Création et optimisation de bannières publicitaires display pour augmenter le taux de conversion.,Certification en marketing digital et stratégies de contenu.,Marketing
CXXQO,IFDEI,C1EEBAD1@example.com,6975074000.0,C7B3333C-8 Street,2002-01-21,Autre,Célibataire,Anglaise,"Français, Espagnol",Licence,2015,Université Lyon,Réduction des points de friction en simplifiant le processus de commande et de paiement pour augmenter les conversions.,Certification en marketing digital et stratégies de contenu.,Marketing
FCNVX,BIIWW,DB802AE7@example.com,6861348000.0,19101D33-2 Street,1987-01-21,Femme,Divorcé(e),Espagnole,"Français, Anglais",Licence,2019,Université Paris,Analyse décisionnelle pour la gestion et l’optimisation des ressources.,Certification en gestion de projet Agile.,Gestion
QJGIC,PWWJG,0CC04B68@example.com,6147721000.0,33266A69-4 Street,1999-01-21,Homme,Divorcé(e),Anglaise,"Français, Espagnol",BTS,2020,Université Lyon,Mise en place de solutions d’architecture de données pour optimiser le stockage et la récupération des données.,Certification en développement web et programmation Python.,Développement
ZGUWJ,VIWHE,297A89D7@example.com,6286910000.0,D429A2FA-E Street,1996-01-21,Homme,Célibataire,Anglaise,"Anglais, Allemand",Master,2014,Université Paris,J'ai intégré Bootstrap pour accélérer le développement des styles CSS.,Certification en développement web et programmation Python.,Développement
DDFSK,SSRQJ,A8ECC5D9@example.com,6739587000.0,93312B2F-B Street,1970-01-21,Homme,Marié(e),Française,"Français, Anglais",Licence,2005,École Supérieure de Commerce,Lancement de campagnes de publicité sur les plateformes de messagerie.,Certification en marketing digital et stratégies de contenu.,Marketing
FXPGH,TNXAW,C2941247@example.com,6456337000.0,835C9BE9-3 Street,2005-01-21,Femme,Marié(e),Espagnole,"Français, Anglais",Master,2005,Université Lyon,Amélioration continue des processus de gestion des flux dans une approche de Supply Chain Management agile.,Certification en gestion de projet Agile.,Gestion
OVWZW,SCTFE,CD1248B0@example.com,63690510.0,88A89A9F-7 Street,1988-01-21,Homme,Marié(e),Anglaise,"Français, Anglais",BTS,2010,Université Lyon,Optimisation des workflows CI/CD dans un environnement Cloud computing.,Certification en développement web et programmation Python.,Développement
XTJBP,GFJXS,A472D55E@example.com,6490863000.0,76949999-F Street,2001-01-21,Homme,Célibataire,Française,"Anglais, Allemand",Licence,2008,Université Lyon,Lancement de campagnes de retargeting pour augmenter les conversions.,Certification en marketing digital et stratégies de contenu.,Marketing
OXQGI,ISSLV,68662A3A@example.com,6582739000.0,CC353DB0-0 Street,1983-01-21,Femme,Marié(e),Anglaise,"Français, Anglais",BTS,2003,Université Paris,"En tant que gestionnaire des ressources humaines, développement des politiques de gestion du personnel.",Certification en gestion de projet Agile.,Gestion
PNDRT,XJFAX,E834874A@example.com,639042200.0,D5A80BFA-3 Street,2000-01-21,Homme,Célibataire,Espagnole,"Français, Espagnol",Master,2018,Université Lyon,Révision des campagnes de publicité en ligne en fonction des feedbacks et des performances des utilisateurs.,Certification en marketing digital et stratégies de contenu.,Marketing
GJSET,KCZTG,9297414C@example.com,6448732000.0,9CFF6077-E Street,1973-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Licence,2014,Université Lyon,Gestion des risques de crédit et de marché dans une institution bancaire.,Certification en gestion de projet Agile.,Gestion
GNORL,XLCCS,337D3F37@example.com,6966823000.0,A1DAB51B-6 Street,2000-01-21,Femme,Célibataire,Française,"Français, Anglais",Master,2005,Université Lyon,Mettre en place une stratégie de marketing relationnel pour maintenir la fidélité.,Certification en marketing digital et stratégies de contenu.,Marketing
MFANK,GXMLJ,E29F6BF5@example.com,6134654000.0,3AC7F065-0 Street,1999-01-21,Homme,Divorcé(e),Espagnole,"Anglais, Allemand",Master,2019,Université Lyon,Création d’une culture organisationnelle orientée vers l’innovation et la performance.,Certification en gestion de projet Agile.,Gestion
WDQMH,GUKUK,EA076E7A@example.com,6104972000.0,E469CDC6-5 Street,1968-01-21,Homme,Célibataire,Espagnole,"Français, Espagnol",Licence,2011,Université Paris,Utiliser le marketing de contenu pour établir une relation de confiance avec les consommateurs.,Certification en marketing digital et stratégies de contenu.,Marketing
KFBGT,HPAMN,1972FECB@example.com,6568401000.0,F71285E4-F Street,1981-01-21,Autre,Célibataire,Anglaise,"Français, Espagnol",Licence,2012,Université Paris,Automatisation des tests unitaires dans le cadre du développement agile pour une livraison rapide des fonctionnalités.,Certification en développement web et programmation Python.,Développement
KFPKK,GXAPJ,434005E6@example.com,6166819000.0,59DDD5AF-E Street,1977-01-21,Femme,Divorcé(e),Anglaise,"Anglais, Allemand",Master,2015,Université Lyon,J'ai établi un plan de marketing numérique ciblant spécifiquement notre marché cible.,Certification en marketing digital et stratégies de contenu.,Marketing
WPKWI,YQZEB,4A6A2177@example.com,6770024000.0,7B21573D-4 Street,1988-01-21,Femme,Marié(e),Française,"Français, Anglais",Master,2019,Université Lyon,Mise en place de règles de scoring des leads sur HubSpot pour identifier les prospects les plus prometteurs.,Certification en marketing digital et stratégies de contenu.,Marketing
VWPFS,IHGWV,E4D995AA@example.com,6173355000.0,8E1F1E29-6 Street,1991-01-21,Autre,Divorcé(e),Espagnole,"Français, Espagnol",Licence,2013,Université Paris,Identification et suppression des bogues en collaboration avec les équipes de développement grâce au débogage.,Certification en développement web et programmation Python.,Développement
DALAK,PDMQP,B7DBE480@example.com,6404601000.0,4399B12F-B Street,1974-01-21,Homme,Marié(e),Anglaise,"Français, Espagnol",Licence,2013,Université Lyon,Analyse des performances des campagnes marketing à l'aide des outils d'analyse HubSpot.,Certification en marketing digital et stratégies de contenu.,Marketing
DDWLG,QUCUC,7E27899C@example.com,6471199000.0,5D73A392-9 Street,1992-01-21,Femme,Célibataire,Espagnole,"Français, Anglais",BTS,2020,École Supérieure de Commerce,J'ai mis en place une politique de gestion financière basée sur l'analyse de données.,Certification en gestion de projet Agile.,Gestion
KWTJO,ERYEB,571AAADE@example.com,6970290000.0,664BB5D6-F Street,1976-01-21,Autre,Divorcé(e),Française,"Français, Anglais",Licence,2015,École Supérieure de Commerce,Création de solutions de gestion de contenu multimédia avec des systèmes de gestion de base de données.,Certification en développement web et programmation Python.,Développement
WWEOJ,YBXTX,87D1B543@example.com,6119207000.0,C269A739-5 Street,1990-01-21,Femme,Marié(e),Française,"Français, Espagnol",Licence,2013,Université Lyon,Suivi des développements technologiques dans le secteur bancaire.,Certification en gestion de projet Agile.,Gestion
OIEOW,NXUNI,2AD793A4@example.com,6745071000.0,FE8097A8-7 Street,1993-01-21,Homme,Marié(e),Anglaise,"Anglais, Allemand",Licence,2006,Université Paris,J'ai analysé les performances des campagnes d'e-mailing pour améliorer les stratégies futures.,Certification en marketing digital et stratégies de contenu.,Marketing
LXIXC,LYCFL,77DB0826@example.com,6386163000.0,072DECB1-E Street,2003-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Master,2008,Université Lyon,Réalisation de campagnes de marketing à l'échelle internationale.,Certification en marketing digital et stratégies de contenu.,Marketing
AXGOL,ABBQV,EDF46452@example.com,6840208000.0,85C0E766-8 Street,1998-01-21,Femme,Célibataire,Espagnole,"Français, Anglais",Licence,2014,Université Lyon,Mise en place de procédures de gestion de la production pour réduire les coûts.,Certification en gestion de projet Agile.,Gestion
WGGYA,LAOKL,5F72E67B@example.com,6816695000.0,8F2973D6-0 Street,1999-01-21,Homme,Célibataire,Espagnole,"Français, Espagnol",Licence,2009,Université Paris,Amélioration de la vitesse de chargement des pages pour garantir une expérience utilisateur fluide et maximiser les conversions.,Certification en marketing digital et stratégies de contenu.,Marketing
GDXZT,MCMML,96D609D4@example.com,6578388000.0,BCA23CF6-2 Street,1982-01-21,Femme,Divorcé(e),Espagnole,"Anglais, Allemand",Master,2012,Université Lyon,Mise en place de systèmes de gestion de données et d'événements à grande échelle avec Apache Kafka.,Certification en développement web et programmation Python.,Développement
QFGHA,WZZFY,BBAB9B28@example.com,6590128000.0,D9A80399-6 Street,1986-01-21,Autre,Divorcé(e),Française,"Anglais, Allemand",Licence,2015,École Supérieure de Commerce,J'ai analysé les performances passées à l'aide d'outils d'analyse financière pour élaborer des projections futures.,Certification en gestion de projet Agile.,Gestion
LOMTM,NMLPL,D75C9C03@example.com,6197008000.0,90883CF0-F Street,1988-01-21,Autre,Célibataire,Française,"Français, Espagnol",Licence,2000,École Supérieure de Commerce,Organisation de réunions régulières pour assurer la cohésion entre les moniteurs.,Certification en développement web et programmation Python.,Développement
IUJMT,UJSCI,08882C2C@example.com,6393330000.0,4539C05B-E Street,1985-01-21,Femme,Marié(e),Espagnole,"Français, Espagnol",Master,2016,Université Lyon,Assistance dans la gestion des erreurs et des échecs de requêtes SQL.,Certification en développement web et programmation Python.,Développement
LRKSF,WVYZQ,19C9D9EB@example.com,6259448000.0,878BB79F-1 Street,1993-01-21,Femme,Divorcé(e),Espagnole,"Français, Espagnol",Licence,2012,École Supérieure de Commerce,Mise en place de solutions pour la gestion des risques informatiques et la sécurité des données.,Certification en développement web et programmation Python.,Développement
LQKND,OFPSI,A79CFCE7@example.com,6710466000.0,6164B67C-2 Street,1968-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Licence,2016,École Supérieure de Commerce,Création de stratégies de marketing de contenu pour YouTube afin d'engager l'audience et générer des conversions.,Certification en marketing digital et stratégies de contenu.,Marketing
IFCQS,PDVIY,5406F8F0@example.com,6945368000.0,61DAAEAE-D Street,1987-01-21,Autre,Marié(e),Espagnole,"Français, Espagnol",BTS,2003,Université Paris,J'ai exercé un leadership de proximité pour gérer une équipe à distance tout en maintenant une cohésion forte.,Certification en gestion de projet Agile.,Gestion
CHUKQ,ETAUQ,317FE0A9@example.com,6431711000.0,81EDAAFA-F Street,1981-01-21,Autre,Marié(e),Espagnole,"Français, Espagnol",Master,2011,Université Lyon,Développement de solutions de synchronisation de processus en utilisant des sémaphores dans des applications distribuées.,Certification en développement web et programmation Python.,Développement
CCFRA,KYDCI,2AF2DEF3@example.com,6714480000.0,71D0C88B-F Street,1984-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",BTS,2015,Université Paris,Développement d'un service de gestion des tâches avec Spring Boot et base de données relationnelle.,Certification en développement web et programmation Python.,Développement
DWLVH,LWCKW,A05F9294@example.com,67940510.0,CEF655F9-1 Street,1992-01-21,Homme,Célibataire,Anglaise,"Français, Anglais",Licence,2007,École Supérieure de Commerce,Accompagnement dans la gestion des affaires réglementaires et légales.,Certification en gestion de projet Agile.,Gestion
SJANV,RUZFY,BEBEC379@example.com,6423413000.0,98B4EC3F-1 Street,2002-01-21,Autre,Célibataire,Espagnole,"Français, Espagnol",BTS,2002,Université Paris,J'ai proposé des recommandations pour optimiser les campagnes d'Influencer marketing.,Certification en marketing digital et stratégies de contenu.,Marketing
LCJNY,TDFRE,F5518D55@example.com,6879632000.0,8D02FD0C-5 Street,1991-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Licence,2007,Université Lyon,Gestion de campagnes de marketing mobile basées sur la localisation pour envoyer des offres pertinentes aux utilisateurs en fonction de leur position géographique.,Certification en marketing digital et stratégies de contenu.,Marketing
LMXND,REFTL,A41A6856@example.com,6812044000.0,127E828D-6 Street,1976-01-21,Autre,Marié(e),Anglaise,"Français, Espagnol",BTS,2019,École Supérieure de Commerce,J'ai fourni des conseils financiers en utilisant des analyses financières pour optimiser les investissements.,Certification en gestion de projet Agile.,Gestion
KNDKY,VYQEP,F29B50A3@example.com,6526902000.0,DEA2BCDF-0 Street,1989-01-21,Autre,Divorcé(e),Française,"Anglais, Allemand",Licence,2000,Université Lyon,Mise en place de solutions de visualisation de données avec Power BI pour améliorer la prise de décision en entreprise.,Certification en développement web et programmation Python.,Développement
DFFND,GFIIW,6B7FFA7C@example.com,6730204000.0,92526172-7 Street,1977-01-21,Homme,Marié(e),Espagnole,"Français, Anglais",Master,2005,Université Lyon,Mise en place de stratégies pour la gestion des contrats fournisseurs et le respect des obligations contractuelles.,Certification en gestion de projet Agile.,Gestion
GINYX,XOERC,139B9902@example.com,6289400000.0,B249DB1A-C Street,1981-01-21,Autre,Célibataire,Anglaise,"Anglais, Allemand",Licence,2006,École Supérieure de Commerce,J'ai mis en place un système de répartition des tâches pour améliorer la gestion du temps dans l'équipe.,Certification en gestion de projet Agile.,Gestion
RWTDI,UJOFV,C736AEEF@example.com,6728774000.0,DB415BEA-7 Street,2004-01-21,Femme,Célibataire,Espagnole,"Français, Espagnol",Licence,2009,École Supérieure de Commerce,J'ai géré des projets internationaux en utilisant un leadership multiculturel et inclusif.,Certification en gestion de projet Agile.,Gestion
